Model-Split,Ablation,Type,Time,Count
GCN-Temporal,base+basic_temporal,FN,40,6
GCN-Temporal,base+basic_temporal,FN,41,180
GCN-Temporal,base+basic_temporal,FN,42,6
GCN-Temporal,base+basic_temporal,FN,43,3
GCN-Temporal,base+basic_temporal,FN,44,13
GCN-Temporal,base+basic_temporal,FN,46,23
GCN-Temporal,base+basic_temporal,FN,48,129
GCN-Temporal,base+basic_temporal,FN,49,1
GCN-Temporal,base+basic_temporal,FP,1,100
GCN-Temporal,base+basic_temporal,FP,2,5
GCN-Temporal,base+basic_temporal,FP,4,99
GCN-Temporal,base+basic_temporal,FP,5,7
GCN-Temporal,base+basic_temporal,FP,6,318
GCN-Temporal,base+basic_temporal,FP,8,20
GCN-Temporal,base+basic_temporal,FP,9,15
GCN-Temporal,base+basic_temporal,FP,10,32
GCN-Temporal,base+basic_temporal,FP,11,80
GCN-Temporal,base+basic_temporal,FP,13,10
GCN-Temporal,base+basic_temporal,FP,14,342
GCN-Temporal,base+basic_temporal,FP,15,5
GCN-Temporal,base+basic_temporal,FP,17,10
GCN-Temporal,base+basic_temporal,FP,21,2
GCN-Temporal,base+basic_temporal,FP,24,5
GCN-Temporal,base+basic_temporal,FP,29,5
GCN-Temporal,base+basic_temporal,FP,32,5
GCN-Temporal,base+basic_temporal,FP,33,4
GCN-Temporal,base+basic_temporal,FP,34,5
GCN-Temporal,base+basic_temporal,FP,36,27
GCN-Temporal,base+basic_temporal,FP,37,5
GCN-Temporal,base+basic_temporal,FP,38,5
GCN-Temporal,base+basic_temporal,FP,39,5
GCN-Temporal,base+basic_temporal,FP,40,30
GCN-Temporal,base+basic_temporal,FP,41,1032
GCN-Temporal,base+basic_temporal,FP,42,19
GCN-Temporal,base+basic_temporal,FP,43,13
GCN-Temporal,base+basic_temporal,FP,45,5
GCN-Temporal,base+basic_temporal,FP,46,30
GCN-Temporal,base+basic_temporal,FP,47,12
GCN-Temporal,base+basic_temporal,FP,48,682
GCN-Temporal,base+basic_temporal+typology,FN,1,38
GCN-Temporal,base+basic_temporal+typology,FN,3,9
GCN-Temporal,base+basic_temporal+typology,FN,4,78
GCN-Temporal,base+basic_temporal+typology,FN,5,1
GCN-Temporal,base+basic_temporal+typology,FN,6,84
GCN-Temporal,base+basic_temporal+typology,FN,8,5
GCN-Temporal,base+basic_temporal+typology,FN,10,8
GCN-Temporal,base+basic_temporal+typology,FN,11,12
GCN-Temporal,base+basic_temporal+typology,FN,12,1
GCN-Temporal,base+basic_temporal+typology,FN,13,1
GCN-Temporal,base+basic_temporal+typology,FN,14,82
GCN-Temporal,base+basic_temporal+typology,FN,15,1
GCN-Temporal,base+basic_temporal+typology,FN,19,3
GCN-Temporal,base+basic_temporal+typology,FN,20,6
GCN-Temporal,base+basic_temporal+typology,FN,21,2
GCN-Temporal,base+basic_temporal+typology,FN,22,2
GCN-Temporal,base+basic_temporal+typology,FN,23,1
GCN-Temporal,base+basic_temporal+typology,FN,24,4
GCN-Temporal,base+basic_temporal+typology,FN,25,2
GCN-Temporal,base+basic_temporal+typology,FN,31,1
GCN-Temporal,base+basic_temporal+typology,FN,32,4
GCN-Temporal,base+basic_temporal+typology,FN,35,15
GCN-Temporal,base+basic_temporal+typology,FN,36,14
GCN-Temporal,base+basic_temporal+typology,FN,37,4
GCN-Temporal,base+basic_temporal+typology,FN,38,9
GCN-Temporal,base+basic_temporal+typology,FN,39,9
GCN-Temporal,base+basic_temporal+typology,FN,40,10
GCN-Temporal,base+basic_temporal+typology,FN,41,230
GCN-Temporal,base+basic_temporal+typology,FN,42,11
GCN-Temporal,base+basic_temporal+typology,FN,43,2
GCN-Temporal,base+basic_temporal+typology,FN,44,11
GCN-Temporal,base+basic_temporal+typology,FN,46,31
GCN-Temporal,base+basic_temporal+typology,FN,48,139
GCN-Temporal,base+basic_temporal+typology,FP,1,96
GCN-Temporal,base+basic_temporal+typology,FP,2,5
GCN-Temporal,base+basic_temporal+typology,FP,4,93
GCN-Temporal,base+basic_temporal+typology,FP,5,6
GCN-Temporal,base+basic_temporal+typology,FP,6,318
GCN-Temporal,base+basic_temporal+typology,FP,8,20
GCN-Temporal,base+basic_temporal+typology,FP,9,15
GCN-Temporal,base+basic_temporal+typology,FP,10,30
GCN-Temporal,base+basic_temporal+typology,FP,11,78
GCN-Temporal,base+basic_temporal+typology,FP,13,10
GCN-Temporal,base+basic_temporal+typology,FP,14,346
GCN-Temporal,base+basic_temporal+typology,FP,15,5
GCN-Temporal,base+basic_temporal+typology,FP,17,10
GCN-Temporal,base+basic_temporal+typology,FP,21,2
GCN-Temporal,base+basic_temporal+typology,FP,24,5
GCN-Temporal,base+basic_temporal+typology,FP,29,5
GCN-Temporal,base+basic_temporal+typology,FP,32,5
GCN-Temporal,base+basic_temporal+typology,FP,33,2
GCN-Temporal,base+basic_temporal+typology,FP,34,5
GCN-Temporal,base+basic_temporal+typology,FP,36,26
GCN-Temporal,base+basic_temporal+typology,FP,37,5
GCN-Temporal,base+basic_temporal+typology,FP,38,5
GCN-Temporal,base+basic_temporal+typology,FP,39,5
GCN-Temporal,base+basic_temporal+typology,FP,40,27
GCN-Temporal,base+basic_temporal+typology,FP,41,983
GCN-Temporal,base+basic_temporal+typology,FP,42,20
GCN-Temporal,base+basic_temporal+typology,FP,43,12
GCN-Temporal,base+basic_temporal+typology,FP,45,5
GCN-Temporal,base+basic_temporal+typology,FP,46,30
GCN-Temporal,base+basic_temporal+typology,FP,47,11
GCN-Temporal,base+basic_temporal+typology,FP,48,659
GCN-Temporal,base+structural,FN,1,48
GCN-Temporal,base+structural,FN,3,7
GCN-Temporal,base+structural,FN,4,65
GCN-Temporal,base+structural,FN,6,77
GCN-Temporal,base+structural,FN,8,6
GCN-Temporal,base+structural,FN,10,6
GCN-Temporal,base+structural,FN,11,14
GCN-Temporal,base+structural,FN,12,3
GCN-Temporal,base+structural,FN,13,1
GCN-Temporal,base+structural,FN,14,50
GCN-Temporal,base+structural,FN,19,3
GCN-Temporal,base+structural,FN,20,5
GCN-Temporal,base+structural,FN,21,1
GCN-Temporal,base+structural,FN,22,7
GCN-Temporal,base+structural,FN,24,3
GCN-Temporal,base+structural,FN,29,1
GCN-Temporal,base+structural,FN,31,8
GCN-Temporal,base+structural,FN,32,1
GCN-Temporal,base+structural,FN,35,9
GCN-Temporal,base+structural,FN,36,13
GCN-Temporal,base+structural,FN,37,5
GCN-Temporal,base+structural,FN,38,8
GCN-Temporal,base+structural,FN,39,11
GCN-Temporal,base+structural,FN,40,15
GCN-Temporal,base+structural,FN,41,195
GCN-Temporal,base+structural,FN,42,12
GCN-Temporal,base+structural,FN,43,2
GCN-Temporal,base+structural,FN,44,12
GCN-Temporal,base+structural,FN,46,24
GCN-Temporal,base+structural,FN,48,138
GCN-Temporal,base+structural,FP,1,108
GCN-Temporal,base+structural,FP,2,5
GCN-Temporal,base+structural,FP,4,101
GCN-Temporal,base+structural,FP,5,5
GCN-Temporal,base+structural,FP,6,320
GCN-Temporal,base+structural,FP,8,20
GCN-Temporal,base+structural,FP,9,15
GCN-Temporal,base+structural,FP,10,31
GCN-Temporal,base+structural,FP,11,79
GCN-Temporal,base+structural,FP,13,10
GCN-Temporal,base+structural,FP,14,352
GCN-Temporal,base+structural,FP,15,5
GCN-Temporal,base+structural,FP,17,10
GCN-Temporal,base+structural,FP,21,4
GCN-Temporal,base+structural,FP,24,5
GCN-Temporal,base+structural,FP,29,5
GCN-Temporal,base+structural,FP,32,5
GCN-Temporal,base+structural,FP,33,3
GCN-Temporal,base+structural,FP,34,5
GCN-Temporal,base+structural,FP,36,30
GCN-Temporal,base+structural,FP,37,5
GCN-Temporal,base+structural,FP,38,5
GCN-Temporal,base+structural,FP,39,5
GCN-Temporal,base+structural,FP,40,29
GCN-Temporal,base+structural,FP,41,1109
GCN-Temporal,base+structural,FP,42,20
GCN-Temporal,base+structural,FP,43,14
GCN-Temporal,base+structural,FP,45,5
GCN-Temporal,base+structural,FP,46,30
GCN-Temporal,base+structural,FP,47,15
GCN-Temporal,base+structural,FP,48,670
GCN-Temporal,base+structural+typology,FN,1,42
GCN-Temporal,base+structural+typology,FN,3,10
GCN-Temporal,base+structural+typology,FN,4,68
GCN-Temporal,base+structural+typology,FN,6,90
GCN-Temporal,base+structural+typology,FN,8,5
GCN-Temporal,base+structural+typology,FN,10,8
GCN-Temporal,base+structural+typology,FN,11,14
GCN-Temporal,base+structural+typology,FN,12,4
GCN-Temporal,base+structural+typology,FN,14,59
GCN-Temporal,base+structural+typology,FN,19,2
GCN-Temporal,base+structural+typology,FN,20,6
GCN-Temporal,base+structural+typology,FN,21,3
GCN-Temporal,base+structural+typology,FN,22,5
GCN-Temporal,base+structural+typology,FN,24,5
GCN-Temporal,base+structural+typology,FN,31,3
GCN-Temporal,base+structural+typology,FN,32,2
GCN-Temporal,base+structural+typology,FN,33,2
GCN-Temporal,base+structural+typology,FN,35,10
GCN-Temporal,base+structural+typology,FN,36,19
GCN-Temporal,base+structural+typology,FN,37,6
GCN-Temporal,base+structural+typology,FN,38,7
GCN-Temporal,base+structural+typology,FN,39,7
GCN-Temporal,base+structural+typology,FN,40,11
GCN-Temporal,base+structural+typology,FN,41,212
GCN-Temporal,base+structural+typology,FN,42,4
GCN-Temporal,base+structural+typology,FN,43,3
GCN-Temporal,base+structural+typology,FN,44,14
GCN-Temporal,base+structural+typology,FN,46,23
GCN-Temporal,base+structural+typology,FN,48,149
GCN-Temporal,base+structural+typology,FP,1,104
GCN-Temporal,base+structural+typology,FP,2,5
GCN-Temporal,base+structural+typology,FP,4,97
GCN-Temporal,base+structural+typology,FP,5,6
GCN-Temporal,base+structural+typology,FP,6,315
GCN-Temporal,base+structural+typology,FP,8,20
GCN-Temporal,base+structural+typology,FP,9,15
GCN-Temporal,base+structural+typology,FP,10,31
GCN-Temporal,base+structural+typology,FP,11,79
GCN-Temporal,base+structural+typology,FP,13,10
GCN-Temporal,base+structural+typology,FP,14,348
GCN-Temporal,base+structural+typology,FP,15,5
GCN-Temporal,base+structural+typology,FP,17,10
GCN-Temporal,base+structural+typology,FP,21,5
GCN-Temporal,base+structural+typology,FP,24,5
GCN-Temporal,base+structural+typology,FP,29,5
GCN-Temporal,base+structural+typology,FP,32,5
GCN-Temporal,base+structural+typology,FP,33,1
GCN-Temporal,base+structural+typology,FP,34,5
GCN-Temporal,base+structural+typology,FP,36,30
GCN-Temporal,base+structural+typology,FP,37,5
GCN-Temporal,base+structural+typology,FP,38,5
GCN-Temporal,base+structural+typology,FP,39,5
GCN-Temporal,base+structural+typology,FP,40,29
GCN-Temporal,base+structural+typology,FP,41,1068
GCN-Temporal,base+structural+typology,FP,42,20
GCN-Temporal,base+structural+typology,FP,43,13
GCN-Temporal,base+structural+typology,FP,45,5
GCN-Temporal,base+structural+typology,FP,46,30
GCN-Temporal,base+structural+typology,FP,47,12
GCN-Temporal,base+structural+typology,FP,48,654
GCN-Temporal,base+typology,FN,1,41
GCN-Temporal,base+typology,FN,3,9
GCN-Temporal,base+typology,FN,4,60
GCN-Temporal,base+typology,FN,5,2
GCN-Temporal,base+typology,FN,6,65
GCN-Temporal,base+typology,FN,8,4
GCN-Temporal,base+typology,FN,10,8
GCN-Temporal,base+typology,FN,11,13
GCN-Temporal,base+typology,FN,14,52
GCN-Temporal,base+typology,FN,19,3
GCN-Temporal,base+typology,FN,20,3
GCN-Temporal,base+typology,FN,22,6
GCN-Temporal,base+typology,FN,24,4
GCN-Temporal,base+typology,FN,31,4
GCN-Temporal,base+typology,FN,32,1
GCN-Temporal,base+typology,FN,35,10
GCN-Temporal,base+typology,FN,36,14
GCN-Temporal,base+typology,FN,37,5
GCN-Temporal,base+typology,FN,38,7
GCN-Temporal,base+typology,FN,39,9
GCN-Temporal,base+typology,FN,40,10
GCN-Temporal,base+typology,FN,41,216
GCN-Temporal,base+typology,FN,42,9
GCN-Temporal,base+typology,FN,44,15
GCN-Temporal,base+typology,FN,46,18
GCN-Temporal,base+typology,FN,48,126
GCN-Temporal,base+typology,FP,1,110
GCN-Temporal,base+typology,FP,2,5
GCN-Temporal,base+typology,FP,4,103
GCN-Temporal,base+typology,FP,5,6
GCN-Temporal,base+typology,FP,6,319
GCN-Temporal,base+typology,FP,8,20
GCN-Temporal,base+typology,FP,9,15
GCN-Temporal,base+typology,FP,10,30
GCN-Temporal,base+typology,FP,11,80
GCN-Temporal,base+typology,FP,13,10
GCN-Temporal,base+typology,FP,14,357
GCN-Temporal,base+typology,FP,15,5
GCN-Temporal,base+typology,FP,17,10
GCN-Temporal,base+typology,FP,21,4
GCN-Temporal,base+typology,FP,24,5
GCN-Temporal,base+typology,FP,29,5
GCN-Temporal,base+typology,FP,32,5
GCN-Temporal,base+typology,FP,33,5
GCN-Temporal,base+typology,FP,34,4
GCN-Temporal,base+typology,FP,36,32
GCN-Temporal,base+typology,FP,37,5
GCN-Temporal,base+typology,FP,38,5
GCN-Temporal,base+typology,FP,39,5
GCN-Temporal,base+typology,FP,40,31
GCN-Temporal,base+typology,FP,41,1113
GCN-Temporal,base+typology,FP,42,20
GCN-Temporal,base+typology,FP,43,14
GCN-Temporal,base+typology,FP,45,5
GCN-Temporal,base+typology,FP,46,30
GCN-Temporal,base+typology,FP,47,14
GCN-Temporal,base+typology,FP,48,680
GCN-Temporal,no_features,FN,1,42
GCN-Temporal,no_features,FN,3,9
GCN-Temporal,no_features,FN,4,58
GCN-Temporal,no_features,FN,5,1
GCN-Temporal,no_features,FN,6,46
GCN-Temporal,no_features,FN,8,3
GCN-Temporal,no_features,FN,10,6
GCN-Temporal,no_features,FN,11,9
GCN-Temporal,no_features,FN,12,3
GCN-Temporal,no_features,FN,14,61
GCN-Temporal,no_features,FN,19,1
GCN-Temporal,no_features,FN,20,5
GCN-Temporal,no_features,FN,21,5
GCN-Temporal,no_features,FN,22,5
GCN-Temporal,no_features,FN,24,5
GCN-Temporal,no_features,FN,31,4
GCN-Temporal,no_features,FN,32,2
GCN-Temporal,no_features,FN,35,8
GCN-Temporal,no_features,FN,36,12
GCN-Temporal,no_features,FN,37,6
GCN-Temporal,no_features,FN,38,9
GCN-Temporal,no_features,FN,39,11
GCN-Temporal,no_features,FN,40,11
GCN-Temporal,no_features,FN,41,198
GCN-Temporal,no_features,FN,42,8
GCN-Temporal,no_features,FN,43,3
GCN-Temporal,no_features,FN,44,14
GCN-Temporal,no_features,FN,45,1
GCN-Temporal,no_features,FN,46,25
GCN-Temporal,no_features,FN,48,148
GCN-Temporal,no_features,FP,1,103
GCN-Temporal,no_features,FP,2,5
GCN-Temporal,no_features,FP,4,99
GCN-Temporal,no_features,FP,5,5
GCN-Temporal,no_features,FP,6,320
GCN-Temporal,no_features,FP,7,1
GCN-Temporal,no_features,FP,8,20
GCN-Temporal,no_features,FP,9,15
GCN-Temporal,no_features,FP,10,30
GCN-Temporal,no_features,FP,11,80
GCN-Temporal,no_features,FP,13,10
GCN-Temporal,no_features,FP,14,349
GCN-Temporal,no_features,FP,15,5
GCN-Temporal,no_features,FP,17,10
GCN-Temporal,no_features,FP,21,3
GCN-Temporal,no_features,FP,24,5
GCN-Temporal,no_features,FP,29,5
GCN-Temporal,no_features,FP,32,5
GCN-Temporal,no_features,FP,33,2
GCN-Temporal,no_features,FP,34,5
GCN-Temporal,no_features,FP,36,31
GCN-Temporal,no_features,FP,37,5
GCN-Temporal,no_features,FP,38,5
GCN-Temporal,no_features,FP,39,5
GCN-Temporal,no_features,FP,40,28
GCN-Temporal,no_features,FP,41,1073
GCN-Temporal,no_features,FP,42,20
GCN-Temporal,no_features,FP,43,14
GCN-Temporal,no_features,FP,45,5
GCN-Temporal,no_features,FP,46,30
GCN-Temporal,no_features,FP,47,15
GCN-Temporal,no_features,FP,48,667
SAGE-Randomsplit,all,FN,1,34
SAGE-Randomsplit,all,FN,2,2
SAGE-Randomsplit,all,FN,3,2
SAGE-Randomsplit,all,FN,4,31
SAGE-Randomsplit,all,FN,5,2
SAGE-Randomsplit,all,FN,6,26
SAGE-Randomsplit,all,FN,8,6
SAGE-Randomsplit,all,FN,9,1
SAGE-Randomsplit,all,FN,10,3
SAGE-Randomsplit,all,FN,11,17
SAGE-Randomsplit,all,FN,13,1
SAGE-Randomsplit,all,FN,14,23
SAGE-Randomsplit,all,FN,17,1
SAGE-Randomsplit,all,FN,19,1
SAGE-Randomsplit,all,FN,20,1
SAGE-Randomsplit,all,FN,21,1
SAGE-Randomsplit,all,FN,24,1
SAGE-Randomsplit,all,FN,25,1
SAGE-Randomsplit,all,FN,29,5
SAGE-Randomsplit,all,FN,31,3
SAGE-Randomsplit,all,FN,32,1
SAGE-Randomsplit,all,FN,33,1
SAGE-Randomsplit,all,FN,34,1
SAGE-Randomsplit,all,FN,35,1
SAGE-Randomsplit,all,FN,36,9
SAGE-Randomsplit,all,FN,37,1
SAGE-Randomsplit,all,FN,38,5
SAGE-Randomsplit,all,FN,39,1
SAGE-Randomsplit,all,FN,40,3
SAGE-Randomsplit,all,FN,41,139
SAGE-Randomsplit,all,FN,42,8
SAGE-Randomsplit,all,FN,43,2
SAGE-Randomsplit,all,FN,44,1
SAGE-Randomsplit,all,FN,46,12
SAGE-Randomsplit,all,FN,47,1
SAGE-Randomsplit,all,FN,48,71
SAGE-Randomsplit,all,FN,49,1
SAGE-Randomsplit,all,FP,1,73
SAGE-Randomsplit,all,FP,2,1
SAGE-Randomsplit,all,FP,3,3
SAGE-Randomsplit,all,FP,4,96
SAGE-Randomsplit,all,FP,5,3
SAGE-Randomsplit,all,FP,6,87
SAGE-Randomsplit,all,FP,7,5
SAGE-Randomsplit,all,FP,8,11
SAGE-Randomsplit,all,FP,9,5
SAGE-Randomsplit,all,FP,10,12
SAGE-Randomsplit,all,FP,11,32
SAGE-Randomsplit,all,FP,12,2
SAGE-Randomsplit,all,FP,13,6
SAGE-Randomsplit,all,FP,14,52
SAGE-Randomsplit,all,FP,15,1
SAGE-Randomsplit,all,FP,17,1
SAGE-Randomsplit,all,FP,18,1
SAGE-Randomsplit,all,FP,19,1
SAGE-Randomsplit,all,FP,20,12
SAGE-Randomsplit,all,FP,21,2
SAGE-Randomsplit,all,FP,22,2
SAGE-Randomsplit,all,FP,23,2
SAGE-Randomsplit,all,FP,24,3
SAGE-Randomsplit,all,FP,26,3
SAGE-Randomsplit,all,FP,29,4
SAGE-Randomsplit,all,FP,30,1
SAGE-Randomsplit,all,FP,31,2
SAGE-Randomsplit,all,FP,32,1
SAGE-Randomsplit,all,FP,33,3
SAGE-Randomsplit,all,FP,34,6
SAGE-Randomsplit,all,FP,35,7
SAGE-Randomsplit,all,FP,36,30
SAGE-Randomsplit,all,FP,37,8
SAGE-Randomsplit,all,FP,38,10
SAGE-Randomsplit,all,FP,39,11
SAGE-Randomsplit,all,FP,40,23
SAGE-Randomsplit,all,FP,41,435
SAGE-Randomsplit,all,FP,42,19
SAGE-Randomsplit,all,FP,43,12
SAGE-Randomsplit,all,FP,44,4
SAGE-Randomsplit,all,FP,45,5
SAGE-Randomsplit,all,FP,46,29
SAGE-Randomsplit,all,FP,47,7
SAGE-Randomsplit,all,FP,48,180
SAGE-Randomsplit,base+basic_temporal,FN,1,26
SAGE-Randomsplit,base+basic_temporal,FN,2,2
SAGE-Randomsplit,base+basic_temporal,FN,3,3
SAGE-Randomsplit,base+basic_temporal,FN,4,39
SAGE-Randomsplit,base+basic_temporal,FN,5,3
SAGE-Randomsplit,base+basic_temporal,FN,6,29
SAGE-Randomsplit,base+basic_temporal,FN,7,1
SAGE-Randomsplit,base+basic_temporal,FN,8,8
SAGE-Randomsplit,base+basic_temporal,FN,9,4
SAGE-Randomsplit,base+basic_temporal,FN,10,4
SAGE-Randomsplit,base+basic_temporal,FN,11,16
SAGE-Randomsplit,base+basic_temporal,FN,13,1
SAGE-Randomsplit,base+basic_temporal,FN,14,21
SAGE-Randomsplit,base+basic_temporal,FN,19,1
SAGE-Randomsplit,base+basic_temporal,FN,20,1
SAGE-Randomsplit,base+basic_temporal,FN,21,1
SAGE-Randomsplit,base+basic_temporal,FN,24,1
SAGE-Randomsplit,base+basic_temporal,FN,25,2
SAGE-Randomsplit,base+basic_temporal,FN,29,5
SAGE-Randomsplit,base+basic_temporal,FN,31,3
SAGE-Randomsplit,base+basic_temporal,FN,32,1
SAGE-Randomsplit,base+basic_temporal,FN,33,1
SAGE-Randomsplit,base+basic_temporal,FN,34,2
SAGE-Randomsplit,base+basic_temporal,FN,35,3
SAGE-Randomsplit,base+basic_temporal,FN,36,6
SAGE-Randomsplit,base+basic_temporal,FN,37,1
SAGE-Randomsplit,base+basic_temporal,FN,38,3
SAGE-Randomsplit,base+basic_temporal,FN,39,2
SAGE-Randomsplit,base+basic_temporal,FN,40,6
SAGE-Randomsplit,base+basic_temporal,FN,41,150
SAGE-Randomsplit,base+basic_temporal,FN,42,7
SAGE-Randomsplit,base+basic_temporal,FN,43,2
SAGE-Randomsplit,base+basic_temporal,FN,46,11
SAGE-Randomsplit,base+basic_temporal,FN,47,1
SAGE-Randomsplit,base+basic_temporal,FN,48,74
SAGE-Randomsplit,base+basic_temporal,FP,1,72
SAGE-Randomsplit,base+basic_temporal,FP,2,1
SAGE-Randomsplit,base+basic_temporal,FP,3,3
SAGE-Randomsplit,base+basic_temporal,FP,4,95
SAGE-Randomsplit,base+basic_temporal,FP,5,3
SAGE-Randomsplit,base+basic_temporal,FP,6,91
SAGE-Randomsplit,base+basic_temporal,FP,7,5
SAGE-Randomsplit,base+basic_temporal,FP,8,10
SAGE-Randomsplit,base+basic_temporal,FP,9,4
SAGE-Randomsplit,base+basic_temporal,FP,10,10
SAGE-Randomsplit,base+basic_temporal,FP,11,32
SAGE-Randomsplit,base+basic_temporal,FP,12,1
SAGE-Randomsplit,base+basic_temporal,FP,13,6
SAGE-Randomsplit,base+basic_temporal,FP,14,54
SAGE-Randomsplit,base+basic_temporal,FP,15,1
SAGE-Randomsplit,base+basic_temporal,FP,17,1
SAGE-Randomsplit,base+basic_temporal,FP,18,2
SAGE-Randomsplit,base+basic_temporal,FP,19,2
SAGE-Randomsplit,base+basic_temporal,FP,20,10
SAGE-Randomsplit,base+basic_temporal,FP,21,2
SAGE-Randomsplit,base+basic_temporal,FP,22,2
SAGE-Randomsplit,base+basic_temporal,FP,23,2
SAGE-Randomsplit,base+basic_temporal,FP,24,3
SAGE-Randomsplit,base+basic_temporal,FP,26,2
SAGE-Randomsplit,base+basic_temporal,FP,29,7
SAGE-Randomsplit,base+basic_temporal,FP,30,1
SAGE-Randomsplit,base+basic_temporal,FP,31,1
SAGE-Randomsplit,base+basic_temporal,FP,32,2
SAGE-Randomsplit,base+basic_temporal,FP,33,3
SAGE-Randomsplit,base+basic_temporal,FP,34,4
SAGE-Randomsplit,base+basic_temporal,FP,35,7
SAGE-Randomsplit,base+basic_temporal,FP,36,32
SAGE-Randomsplit,base+basic_temporal,FP,37,7
SAGE-Randomsplit,base+basic_temporal,FP,38,14
SAGE-Randomsplit,base+basic_temporal,FP,39,10
SAGE-Randomsplit,base+basic_temporal,FP,40,23
SAGE-Randomsplit,base+basic_temporal,FP,41,421
SAGE-Randomsplit,base+basic_temporal,FP,42,19
SAGE-Randomsplit,base+basic_temporal,FP,43,11
SAGE-Randomsplit,base+basic_temporal,FP,44,4
SAGE-Randomsplit,base+basic_temporal,FP,45,4
SAGE-Randomsplit,base+basic_temporal,FP,46,23
SAGE-Randomsplit,base+basic_temporal,FP,47,9
SAGE-Randomsplit,base+basic_temporal,FP,48,178
SAGE-Randomsplit,base+basic_temporal+typology,FN,1,29
SAGE-Randomsplit,base+basic_temporal+typology,FN,2,2
SAGE-Randomsplit,base+basic_temporal+typology,FN,3,3
SAGE-Randomsplit,base+basic_temporal+typology,FN,4,40
SAGE-Randomsplit,base+basic_temporal+typology,FN,5,3
SAGE-Randomsplit,base+basic_temporal+typology,FN,6,35
SAGE-Randomsplit,base+basic_temporal+typology,FN,8,6
SAGE-Randomsplit,base+basic_temporal+typology,FN,9,3
SAGE-Randomsplit,base+basic_temporal+typology,FN,10,2
SAGE-Randomsplit,base+basic_temporal+typology,FN,11,17
SAGE-Randomsplit,base+basic_temporal+typology,FN,13,2
SAGE-Randomsplit,base+basic_temporal+typology,FN,14,21
SAGE-Randomsplit,base+basic_temporal+typology,FN,19,1
SAGE-Randomsplit,base+basic_temporal+typology,FN,20,1
SAGE-Randomsplit,base+basic_temporal+typology,FN,21,1
SAGE-Randomsplit,base+basic_temporal+typology,FN,24,1
SAGE-Randomsplit,base+basic_temporal+typology,FN,25,1
SAGE-Randomsplit,base+basic_temporal+typology,FN,29,5
SAGE-Randomsplit,base+basic_temporal+typology,FN,31,3
SAGE-Randomsplit,base+basic_temporal+typology,FN,33,1
SAGE-Randomsplit,base+basic_temporal+typology,FN,34,2
SAGE-Randomsplit,base+basic_temporal+typology,FN,35,2
SAGE-Randomsplit,base+basic_temporal+typology,FN,36,10
SAGE-Randomsplit,base+basic_temporal+typology,FN,37,1
SAGE-Randomsplit,base+basic_temporal+typology,FN,38,4
SAGE-Randomsplit,base+basic_temporal+typology,FN,39,1
SAGE-Randomsplit,base+basic_temporal+typology,FN,40,7
SAGE-Randomsplit,base+basic_temporal+typology,FN,41,163
SAGE-Randomsplit,base+basic_temporal+typology,FN,42,9
SAGE-Randomsplit,base+basic_temporal+typology,FN,43,1
SAGE-Randomsplit,base+basic_temporal+typology,FN,44,1
SAGE-Randomsplit,base+basic_temporal+typology,FN,46,14
SAGE-Randomsplit,base+basic_temporal+typology,FN,47,1
SAGE-Randomsplit,base+basic_temporal+typology,FN,48,69
SAGE-Randomsplit,base+basic_temporal+typology,FN,49,1
SAGE-Randomsplit,base+basic_temporal+typology,FP,1,72
SAGE-Randomsplit,base+basic_temporal+typology,FP,2,1
SAGE-Randomsplit,base+basic_temporal+typology,FP,3,3
SAGE-Randomsplit,base+basic_temporal+typology,FP,4,97
SAGE-Randomsplit,base+basic_temporal+typology,FP,5,3
SAGE-Randomsplit,base+basic_temporal+typology,FP,6,97
SAGE-Randomsplit,base+basic_temporal+typology,FP,7,5
SAGE-Randomsplit,base+basic_temporal+typology,FP,8,11
SAGE-Randomsplit,base+basic_temporal+typology,FP,9,4
SAGE-Randomsplit,base+basic_temporal+typology,FP,10,11
SAGE-Randomsplit,base+basic_temporal+typology,FP,11,33
SAGE-Randomsplit,base+basic_temporal+typology,FP,12,2
SAGE-Randomsplit,base+basic_temporal+typology,FP,13,7
SAGE-Randomsplit,base+basic_temporal+typology,FP,14,50
SAGE-Randomsplit,base+basic_temporal+typology,FP,15,1
SAGE-Randomsplit,base+basic_temporal+typology,FP,17,1
SAGE-Randomsplit,base+basic_temporal+typology,FP,18,1
SAGE-Randomsplit,base+basic_temporal+typology,FP,19,2
SAGE-Randomsplit,base+basic_temporal+typology,FP,20,12
SAGE-Randomsplit,base+basic_temporal+typology,FP,21,2
SAGE-Randomsplit,base+basic_temporal+typology,FP,22,2
SAGE-Randomsplit,base+basic_temporal+typology,FP,23,2
SAGE-Randomsplit,base+basic_temporal+typology,FP,24,3
SAGE-Randomsplit,base+basic_temporal+typology,FP,26,3
SAGE-Randomsplit,base+basic_temporal+typology,FP,29,8
SAGE-Randomsplit,base+basic_temporal+typology,FP,30,1
SAGE-Randomsplit,base+basic_temporal+typology,FP,31,3
SAGE-Randomsplit,base+basic_temporal+typology,FP,32,2
SAGE-Randomsplit,base+basic_temporal+typology,FP,33,3
SAGE-Randomsplit,base+basic_temporal+typology,FP,34,7
SAGE-Randomsplit,base+basic_temporal+typology,FP,35,8
SAGE-Randomsplit,base+basic_temporal+typology,FP,36,29
SAGE-Randomsplit,base+basic_temporal+typology,FP,37,8
